,NSC #1,Drug name,FDA status,Mechanism of action,NSC #2,Drug name.1,FDA status.1,Mechanism of action.1
4632,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
4633,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",241240.0,Carboplatin,FDA approved,A7|AlkAg
4634,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",279836.0,MITOXANTRONE,FDA approved,TOP2
4635,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",362856.0,Temozolomide,FDA approved,A7|AlkAg
4636,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",606869.0,Clofarabine,FDA approved,Ds
4637,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
4638,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",613327.0,Gemcitabine,FDA approved,Ds
4639,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
4640,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
4641,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",686673.0,Nelarabine,FDA approved,Ds
4642,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
4643,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",701852.0,Vorinostat,FDA approved,HDAC
4644,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",712807.0,Capecitabine,FDA approved,Ds|TYMS
4645,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",713563.0,Exemestane,FDA approved,Ho|CYP19A1
4646,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
4647,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",719345.0,Letrozole,FDA approved,Ho|CYP19A1
4648,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
4649,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
4650,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
4651,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
4652,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
4653,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",747974.0,Raloxifene,FDA approved,Ho|SERM
4654,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",749226.0,Abiraterone,FDA approved,Ho|CYP17A1
4655,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
4656,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",754143.0,Depsipeptide,FDA approved,HDAC
4657,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",755986.0,Vismodegib,FDA approved,SMO|PK:YK
4658,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
4659,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
4660,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
4661,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
4662,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT",763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
4663,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
4664,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",3053.0,Actinomycin D,FDA approved,Db
4665,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",3088.0,Chlorambucil,FDA approved,A7|AlkAg
4666,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",6396.0,Thiotepa,FDA approved,A7|AlkAg
4667,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",8806.0,Melphalan,FDA approved,A7|AlkAg
4668,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",13875.0,Altretamine,FDA approved,Db|AlkAg
4669,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
4670,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",27640.0,Floxuridine,FDA approved,Ds|TYMS
4671,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",34462.0,Uracil mustard,FDA approved,A7|AlkAg
4672,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",45388.0,DACARBAZINE,FDA approved,A7|AlkAg
4673,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",63878.0,Cytarabine,FDA approved,Ds
4674,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",67574.0,Vincristine,FDA approved,TUBB|Tu-frag
4675,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",71423.0,Megestrol acetate,FDA approved,Ho|PGR
4676,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",79037.0,Lomustine,FDA approved,A6|AlkAg
4677,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",82151.0,Daunorubicin,FDA approved,TOP2
4678,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",102816.0,AZACITIDINE,FDA approved,DNMT
4679,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",105014.0,Cladribine,FDA approved,Ds|ADA
4680,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
4681,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
4682,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",122819.0,Teniposide,FDA approved,TOP2
4683,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
4684,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",141540.0,Etoposide,FDA approved,TOP2
4685,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
4686,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",180973.0,Tamoxifen,FDA approved,Ho|SERM
4687,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
4688,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",241240.0,Carboplatin,FDA approved,A7|AlkAg
4689,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",279836.0,MITOXANTRONE,FDA approved,TOP2
4690,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",362856.0,Temozolomide,FDA approved,A7|AlkAg
4691,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",606869.0,Clofarabine,FDA approved,Ds
4692,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
4693,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",613327.0,Gemcitabine,FDA approved,Ds
4694,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
4695,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
4696,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",686673.0,Nelarabine,FDA approved,Ds
4697,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
4698,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",701852.0,Vorinostat,FDA approved,HDAC
4699,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",712807.0,Capecitabine,FDA approved,Ds|TYMS
4700,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",713563.0,Exemestane,FDA approved,Ho|CYP19A1
4701,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
4702,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",719345.0,Letrozole,FDA approved,Ho|CYP19A1
4703,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
4704,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
4705,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
4706,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
4707,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
4708,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
4709,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",747974.0,Raloxifene,FDA approved,Ho|SERM
4710,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",749226.0,Abiraterone,FDA approved,Ho|CYP17A1
4711,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
4712,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",754143.0,Depsipeptide,FDA approved,HDAC
4713,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",755986.0,Vismodegib,FDA approved,SMO|PK:YK
4714,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
4715,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
4716,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
4717,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
4718,733504.0,Everolimus,FDA approved,"PK:STK,MTOR",763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
4719,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",747974.0,Raloxifene,FDA approved,Ho|SERM
4720,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",749226.0,Abiraterone,FDA approved,Ho|CYP17A1
4721,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
4722,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",755986.0,Vismodegib,FDA approved,SMO|PK:YK
4723,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
4724,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
4725,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
4726,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
4727,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,740.0,METHOTREXATE,FDA approved,Df|DHFR
4728,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
4729,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,3053.0,Actinomycin D,FDA approved,Db
4730,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,3088.0,Chlorambucil,FDA approved,A7|AlkAg
4731,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,6396.0,Thiotepa,FDA approved,A7|AlkAg
4732,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,8806.0,Melphalan,FDA approved,A7|AlkAg
4733,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,13875.0,Altretamine,FDA approved,Db|AlkAg
4734,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
4735,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,27640.0,Floxuridine,FDA approved,Ds|TYMS
4736,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,34462.0,Uracil mustard,FDA approved,A7|AlkAg
4737,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
4738,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,63878.0,Cytarabine,FDA approved,Ds
4739,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
4740,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,71423.0,Megestrol acetate,FDA approved,Ho|PGR
4741,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,79037.0,Lomustine,FDA approved,A6|AlkAg
4742,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,82151.0,Daunorubicin,FDA approved,TOP2
4743,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,105014.0,Cladribine,FDA approved,Ds|ADA
4744,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
4745,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
4746,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,122819.0,Teniposide,FDA approved,TOP2
4747,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,141540.0,Etoposide,FDA approved,TOP2
4748,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
4749,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,180973.0,Tamoxifen,FDA approved,Ho|SERM
4750,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,241240.0,Carboplatin,FDA approved,A7|AlkAg
4751,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,279836.0,MITOXANTRONE,FDA approved,TOP2
4752,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,362856.0,Temozolomide,FDA approved,A7|AlkAg
4753,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
4754,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
4755,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,713563.0,Exemestane,FDA approved,Ho|CYP19A1
4756,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
4757,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,719345.0,Letrozole,FDA approved,Ho|CYP19A1
4758,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
4759,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
4760,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
4761,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,747974.0,Raloxifene,FDA approved,Ho|SERM
4762,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
4763,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
4764,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,755986.0,Vismodegib,FDA approved,SMO|PK:YK
4765,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
4766,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
4767,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
4768,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
4769,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
4770,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
4771,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",3053.0,Actinomycin D,FDA approved,Db
4772,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",3088.0,Chlorambucil,FDA approved,A7|AlkAg
4773,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",6396.0,Thiotepa,FDA approved,A7|AlkAg
4774,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",8806.0,Melphalan,FDA approved,A7|AlkAg
4775,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",13875.0,Altretamine,FDA approved,Db|AlkAg
4776,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
4777,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",27640.0,Floxuridine,FDA approved,Ds|TYMS
4778,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",34462.0,Uracil mustard,FDA approved,A7|AlkAg
4779,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",45388.0,DACARBAZINE,FDA approved,A7|AlkAg
4780,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",63878.0,Cytarabine,FDA approved,Ds
4781,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",67574.0,Vincristine,FDA approved,TUBB|Tu-frag
4782,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",71423.0,Megestrol acetate,FDA approved,Ho|PGR
4783,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",79037.0,Lomustine,FDA approved,A6|AlkAg
4784,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",82151.0,Daunorubicin,FDA approved,TOP2
4785,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",102816.0,AZACITIDINE,FDA approved,DNMT
4786,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",105014.0,Cladribine,FDA approved,Ds|ADA
4787,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
4788,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
4789,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",122819.0,Teniposide,FDA approved,TOP2
4790,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
4791,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",141540.0,Etoposide,FDA approved,TOP2
4792,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
4793,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",180973.0,Tamoxifen,FDA approved,Ho|SERM
4794,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
4795,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",241240.0,Carboplatin,FDA approved,A7|AlkAg
4796,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",279836.0,MITOXANTRONE,FDA approved,TOP2
4797,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",362856.0,Temozolomide,FDA approved,A7|AlkAg
4798,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",606869.0,Clofarabine,FDA approved,Ds
4799,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
4800,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",613327.0,Gemcitabine,FDA approved,Ds
4801,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
4802,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
4803,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",686673.0,Nelarabine,FDA approved,Ds
4804,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
4805,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",701852.0,Vorinostat,FDA approved,HDAC
4806,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",712807.0,Capecitabine,FDA approved,Ds|TYMS
4807,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",713563.0,Exemestane,FDA approved,Ho|CYP19A1
4808,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
4809,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",719345.0,Letrozole,FDA approved,Ho|CYP19A1
4810,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
4811,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
4812,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
4813,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
4814,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
4815,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
4816,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
4817,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",747974.0,Raloxifene,FDA approved,Ho|SERM
4818,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",749226.0,Abiraterone,FDA approved,Ho|CYP17A1
4819,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
4820,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",754143.0,Depsipeptide,FDA approved,HDAC
4821,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR",755986.0,Vismodegib,FDA approved,SMO|PK:YK
