,NSC,Drug_name,Status,MOA,SID
17057,720202.0,"N-(2,4-Difluorophenyl)-N-(2-hydroxy-3-phenoxypropyl)-4-methylbenzenesulfonamide",-,-,404081
17058,720203.0,"N-(2-Hydroxy-3-phenoxypropyl)-4-methyl-N-(2,3,5,6-tetrafluorophenyl)benzenesulfonamide",-,-,404082
17059,720204.0,"N-(2-Hydroxy-3-phenoxypropyl)-4-methyl-N-(2,3,4,5,6-pentafluorophenyl)benzenesulfonamide",-,-,404083
17060,720205.0,N-(2-Fluorophenyl)-N-(2-hydroxy-2-phenylethyl)-p-toluenesulfonamide,-,-,404084
17061,720207.0,N-(2-Fluorophenyl)-N-(2-hydroxycyclohexyl)-p-toluenesulfonamide,-,-,404086
17062,720229.0,4-(4-Carbazol-9-ylbutanoylamino)-N-[3-(dimethylamino)propyl]-1-methylpyrrole-2-carboxamide,-,-,404108
17063,720230.0,Methyl 1-methyl-4-[[1-methyl-4-[(1-methyl-4-nitropyrrole-2-carbonyl)amino]pyrrole-2-carbonyl]amino]pyrrole-2-carboxylate,-,-,404109
17064,720236.0,STK979731,-,-,9572559
17065,720238.0,5-Bromo-N-[(E)-[(E)-3-(5-nitrofuran-2-yl)prop-2-enylidene]amino]thiophene-2-carboxamide,-,-,9572560
17066,720239.0,Methyl N-[6-(thiophene-2-carbonylamino)-1H-benzimidazol-2-yl]carbamate,-,-,404116
17067,720240.0,"2-Butyl-N,N'-bis[(E)-(5-nitrofuran-2-yl)methylideneamino]propanediamide",-,-,9572561
17068,720243.0,Methyl 2-[[2-(methoxycarbonylamino)-3H-benzimidazol-5-yl]sulfonylamino]-4-methylpentanoate,-,-,404120
17069,720245.0,Methyl N-[6-(thiophen-2-ylsulfonylamino)-1H-benzimidazol-2-yl]carbamate,-,-,404122
17070,720248.0,Methyl N-[6-[(4-fluorophenyl)sulfonylamino]-1H-benzimidazol-2-yl]carbamate,-,-,404125
17071,720250.0,"5-[(2E)-2-[(2,4-Dichlorophenyl)methylidene]hydrazinyl]-4,6-dinitro-1,3-dihydrobenzimidazol-2-one",-,-,9572562
17072,720255.0,[1-[(E)-(5-Nitrofuran-2-yl)methylideneamino]benzimidazol-2-yl]methanol,-,-,9572565
17073,720262.0,(-)-Huprine Y,-,-,54608866
17074,720283.0,4-Fluoro-2-(4-amino-3-cyanophenyl)benzothiazole,-,-,404144
17075,720284.0,6-Fluoro-2-(4-amino-3-cyanophenyl)benzothiazole,-,-,404145
17076,720285.0,2-(4-amino-3-(phenylacetylenyl)phenyl)benzothiazole,-,-,404146
17077,720286.0,2-(4-Amino-3-(trimethylsilylaceylenyl)phenyl)benzothiazole,-,-,404147
17078,720288.0,N-[3-[[3-benzoyl-4-(4-tolylacetylamino)phenyl]amino]-3-o...,-,-,5472582
17079,720290.0,"Methyl-7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-oa...",-,-,404150
17080,720292.0,"7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-amide-3-s...",-,-,404152
17081,720293.0,"N-(n-propyl)-7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan...",-,-,404153
17082,720294.0,"N-methylen-(methoxycarbonyl)-7.alpha.,12.alpha.-diacetox...",-,-,404154
17083,720295.0,"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",-,-,-
17084,720296.0,"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",-,-,-
17085,720297.0,"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",-,-,-
17086,720299.0,"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",-,-,404157
17087,720300.0,"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",-,-,404158
17088,720303.0,"N-ethyl 7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-a...",-,-,-
17089,720305.0,"7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-amide-3-s...",-,-,-
17090,720306.0,"N-ethyl 7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-a...",-,-,-
17091,720308.0,Fusion protein 59 (FP59) plus Protective Antigen (PA)at ...,-,-,-
17092,720320.0,"1,6-bis-(2,6-difluorobenzyl)-2-(2,6-difluorophenyl)-5-me...",-,-,404168
17093,720321.0,"1,5-bis-(2,6-difluorobenzyl)-2-(2,6-difluorophenyl)-6-me...",-,-,404169
17094,720322.0,"1,5-bis-(2-chloro-6-fluorobenzyl)-2-(2-chloro-6-fluoro-p...",-,-,404170
17095,720323.0,"1-(3,4-dihydroxybenzyl)-2-(3,4-dihydroxyphenyl)benzimida...",-,-,404171
17096,720325.0,"11-(4'-Bromobutylidene)-5,6-dihydro-2,3-dimethoxy-6-meth...",-,-,10896187
17097,720326.0,"2-(5,6,7-Trimethoxyindol-2-carbonyl)amino-4H-pyrazolo[1,...",-,-,404173
17098,720329.0,"Methyl 2',5'-dihydroxy-3-oxospiro[1H-indene-2,3'-2H-1-benzofuran]-4'-carboxylate",-,-,404178
17099,720336.0,"Methyl 2-hydroxy-5-methyl-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404185
17100,720338.0,"Methyl 2-hydroxy-5-(2-methoxybenzyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404187
17101,720340.0,"Methyl 5-(3,5-dimethoxybenzyl)-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404189
17102,720341.0,"Methyl 2-hydroxy-5-(4-methoxyphenyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404190
17103,720343.0,"Methyl 5-benzyl-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404192
17104,720344.0,"Methyl 2-hydroxy-5-(4-methoxybenzyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404193
17105,720345.0,4-[2-(4-Fluoro-phenyl)-vinyl]-benzenesulfonamide,-,-,5472587
17106,720346.0,4-(4-Hydroxy-phenylazo)-benzenesulfonamide,-,-,404195
17107,720347.0,"4-(3,4-Dihydroxy-phenylazo)-benzenesulfonamide",-,-,404196
17108,720352.0,4-[2-(4-Dimethylamino-phenyl)-vinyl]-benzenesulfonamide,-,-,5472593
17109,720354.0,4-[2-(4-Hydroxy-phenyl)-vinyl]-benzenesulfonamide,-,-,5472594
17110,720357.0,"4-[2-(3,4-Dihydroxy-phenyl)-vinyl]-benzenesulfonamide",-,-,5472597
17111,720374.0,"1-(4-nitrophenyl)-3-methyl-6,7-methylenedioxy-isoquinoline",-,-,404207
17112,720379.0,"Methyl 2-[6-(4-aminobenzoyl)-1,3-benzodioxol-5-yl]acetate",-,-,404212
17113,720382.0,"2.beta.,3.beta.-Epoxyestr-5(10)-en-1,4,17-trione",-,-,404215
17114,720384.0,"10.beta.-Hydroxy-1.beta.,2.beta.,4.beta.,5.beta.diepoxye...",-,-,404217
17115,720385.0,"N-(n-propyl)-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan...",-,-,404218
17116,720386.0,Methyl-12.alpha.-acetoxy-5.beta.cholan-24-oate-3-spiro-6...,-,-,404219
17117,720388.0,"Bis(N-methylen-(methoxycarbonyl)-3-dioxy-7.alpha.,12.alp...",-,-,-
17118,720413.0,"6-Ethoxy-2-(3-oxo-5-phenyl-2,3-dihydrofuran-2-yl)-2h-1,4-benzothiazin-3(4h)-one",-,-,404234
17119,720416.0,Ethyl 3-amino-2-bromo-2-(4-bromo-2-hydroxy-3-oxo-5-phenylfuran-2-yl)-3-oxopropanoate,-,-,404238
17120,720421.0,"(Z)-1-(1,5-Diphenylpyrazol-3-yl)-3-hydroxy-3-phenylprop-2-en-1-one",-,-,5472604
17121,720422.0,"1-[2-(3,3-Dimethyl-2-oxobutyl)-2-hydroxy-1,4-benzothiazin-3-yl]-3,3-dimethylbutan-2-one",-,-,404244
17122,720425.0,"3-[2-(4-Bromophenyl)-2-oxoethyl]-1,5,6,7,8,4a,8a-heptahydroquinoxalin-2-one",-,-,404247
17123,720426.0,TimTec1_002753,-,-,404248
17124,720427.0,"2-(4-Nitrophenyl)-6-phenyl-5-(phenylcarbonyl)-1,2-dihydropyridazine-3,4-dione",-,-,404249
17125,720429.0,"2-[(2Z)-2-Phenacylidene-1,4-benzothiazin-3-yl]-1-phenylethanone",-,-,5472606
17126,720431.0,"2-[3-[(Z)-2-Hydroxy-2-phenylethenyl]pyrido[2,3-b]pyrazin-2-yl]-1-phenylethanone",-,-,135426820
17127,720438.0,"1-[5-(3,3-Dimethyl-2-oxobutyl)-2,4,5-trihydroxyfuran-2-yl]-3,3-dimethylbutan-2-one",-,-,404260
17128,720442.0,"3-[2-(2,4-Dimethylphenyl)-2-oxoethylidene]-4H-benzo[e]1,4-thiazin-2-one",-,-,135426822
17129,720444.0,"2-[3-Oxo-5-phenyl-4-(phenylcarbonyl)furan-2(3h)-ylidene]-1,3-diphenylpropane-1,3-dione",-,-,404266
17130,720446.0,(3Z)-3-[Bis[4-(dimethylamino)phenyl]methylidenehydrazinylidene]-1H-indol-2-one,-,-,135436345
17131,720447.0,STK762189,-,-,135426824
17132,720450.0,ZEZNXEJCMWBVFC-UHFFFAOYSA-N,-,-,404272
17133,720452.0,"(Z)-2-[3-[(Z)-2-Hydroxy-2-(4-methoxyphenyl)ethenyl]pyrido[2,3-b]pyrazin-2-yl]-1-(4-methoxyphenyl)ethenol",-,-,135426825
17134,720459.0,"Prop-2-enyl 6,7-dichloro-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate",-,-,404276
17135,720462.0,Benzyl 3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate,-,-,404279
17136,720465.0,"(6,7-Dichloro-3-methyl-1,4-dioxido-quinoxaline-1,4-diium-2-yl)-phenyl-methanone",-,-,404284
17137,720468.0,"2-Quinoxalinecarboxylic acid, 6,7-dichloro-3-methyl-, ethyl ester, 1,4-dioxide",-,-,404287
17138,720481.0,(E)-2-[3-(trifluoromethyl)phenoxymethyl]phenyl-3-methoxy...,-,-,5472620
17139,720482.0,Methyl (E)-2-[2-(pentafluorophenoxy)]phenyl-3-methoxypro...,-,-,5472621
17140,720484.0,"N-[2-(Dimethylamino)ethyl]-2-hydroxy-5-[(2-methoxyphenyl)methyl]-6,11-dioxobenzo[b]carbazole-1-carboxamide",-,-,404302
17141,720485.0,"5-[(3,5-Dimethoxyphenyl)methyl]-N-[2-(dimethylamino)ethyl]-2-hydroxy-6,11-dioxobenzo[b]carbazole-1-carboxamide",-,-,404303
17142,720486.0,"N-[2-(Dimethylamino)ethyl]-2-hydroxy-6,11-dioxo-5-(2-phenylethyl)benzo[b]carbazole-1-carboxamide",-,-,404304
17143,720489.0,"Ethyl 7-benzyl-6a-hydroxy-8-methyl-1,3,4-trioxo-2-phenyl-3aH-pyrrolo[3,4-d]indole-9-carboxylate",-,-,404307
17144,720490.0,"[6,11-Diacetyloxy-5-[(3-methylphenyl)methyl]benzo[b]carbazol-2-yl] acetate",-,-,404308
17145,720491.0,"Methyl 2,6-bis(acetyloxy)-5-methyl-5h-benzo[b]carbazole-1-carboxylate",-,-,404309
17146,720492.0,"Methyl 2,6,11-tris(acetyloxy)-5-methyl-5h-benzo[b]carbazole-1-carboxylate",-,-,404310
17147,720493.0,"Methyl 2-(acetyloxy)-5-methyl-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404311
17148,720495.0,"Methyl 2,6,11-tris(acetyloxy)-5-(3,5-dimethoxybenzyl)-5h-benzo[b]carbazole-1-carboxylate",-,-,404313
17149,720497.0,"Methyl 2,6,11-tris(acetyloxy)-5-benzyl-5h-benzo[b]carbazole-1-carboxylate",-,-,404315
17150,720529.0,"N-(6'-Chrysenyl)-4-(1'-piperidinyl)-D-2,3-dioxalono-buta...",-,-,404330
17151,720530.0,Cis-N-(1'-Phenyl)-3-acetoxy-4-phenanthrenyl-2-azetidinone,-,-,404331
17152,720531.0,"N,N-(6',12'-Chrysenyl)-bis[4-(4'N-methyl-piperazinyl)-bu...",-,-,404332
17153,720538.0,2-(6-(2-imidazolino)-2-benzthiazolyl)-5-(4-(2-imidazolin...,-,-,404345
17154,720553.0,"(NE)-N-[1-[4-(furo[2,3-b]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine",-,-,9572568
17155,720554.0,"N-[4-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[2,3-b]quinolin-4-amine",-,-,9572569
17156,720555.0,CIL-102,-,-,404353
17157,720556.0,"(NE)-N-[1-[3-(furo[2,3-b]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine",-,-,9572570
17158,720557.0,"N-[3-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[2,3-b]quinolin-4-amine",-,-,9572571
17159,720558.0,"1-[3-(Furo[2,3-b]quinolin-4-ylamino)phenyl]ethanone",-,-,404356
17160,720559.0,"[3-Amino-5-(furo[2,3-b]quinolin-4-ylamino)phenyl]methanol",-,-,404357
17161,720560.0,"1-[4-(Furo[3,2-c]quinolin-4-ylamino)phenyl]ethanone",-,-,404358
17162,720561.0,"(NE)-N-[1-[4-(furo[3,2-c]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine",-,-,9572572
17163,720563.0,"5-[4-(Furo[3,2-c]quinolin-4-ylamino)phenyl]-5-methyl-3-methylidenedihydrofuran-2(3h)-one",-,-,404361
17164,720564.0,"1-[3-(Furo[3,2-c]quinolin-4-ylamino)phenyl]ethanone",-,-,404362
17165,720565.0,"(NE)-N-[1-[3-(furo[3,2-c]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine",-,-,9572574
17166,720566.0,"N-[3-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[3,2-c]quinolin-4-amine",-,-,9572575
17167,720567.0,"5-[3-(Furo[3,2-c]quinolin-4-ylamino)phenyl]-5-methyl-3-methylidenedihydrofuran-2(3h)-one",-,-,404365
17168,720570.0,4-Acridin-9-yloxybenzaldehyde,-,-,404366
17169,720571.0,1-[4-(Acridin-9-yloxy)phenyl]ethanone,-,-,404367
17170,720587.0,4-[(4-Sulfamoyl-phenylimino)-methyl]-benzoic acid methyl...,-,-,404376
17171,720590.0,4-[2-(3-Methoxy-phenyl)-vinyl]-benzenesulfonamide,-,-,5472641
17172,720591.0,Yuccaol C,-,-,5472642
17173,720592.0,Yuccaol A,-,-,5472643
17174,720597.0,Oncocalyxone A,-,-,404386
17175,720603.0,2-mercapto-6-(6-sulfonate-8-hydroxy santonic acid)-benzo...,-,-,5472646
17176,720611.0,"8-(5-Amino-3-phenyl-1h-pyrazol-1-yl)-1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione",-,-,404394
17177,720612.0,"8-[5-Amino-3-(4-methylphenyl)-1h-pyrazol-1-yl]-1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione",-,-,404395
17178,720614.0,"8-[5-Amino-3-(4-chlorophenyl)-1h-pyrazol-1-yl]-1,3,7-trimethyl-3,7-dihydro-1h-purine-2,6-dione",-,-,404397
17179,720616.0,"8-[(2E)-2-(3-Butyl-4-oxo-1,3-thiazolidin-2-ylidene)hydrazinyl]-1,3-dimethyl-7H-purine-2,6-dione",-,-,9572578
17180,720619.0,"8-[(2E)-2-(3-Benzyl-4-oxo-1,3-thiazolidin-2-ylidene)hydrazinyl]-1,3,7-trimethylpurine-2,6-dione",-,-,9572581
17181,720622.0,4-(4-Dimethylaminobenzyliden)-1-methyl-6-nitro-2-phenyl-...,-,-,5472651
17182,720623.0,"11-(4-Dimethylaminobenzyliden)-6-methyl-7,8,9,10-tetrahy...",-,-,5472653
17183,720628.0,"3-(5-nitro-2-furyl)-2-(benzyl-1,3,4-triazol-2-yl)-acrylo...",-,-,5472657
17184,720634.0,2-benzoyl-3-(4-chloro-5-methyl-2-sulfidophenylsulfonylam...,-,-,5472667
17185,720635.0,2-(4-chlorobenzyl)-3-(4-chloro-5-methyl-2-sulfidophenyls...,-,-,5472669
17186,720637.0,Ethyl 3-(4-chloro-5-methyl-2-sulfidophenylamino)-3-(4-di...,-,-,135436356
17187,720641.0,"8-chloro-3-(3,5-dimethoxyphenylamino)-7-methyl-1,2,4-tri...",-,-,404436
17188,720642.0,"8-chloro-3-phenylamino-7-methoxycarbonyl-1,2,4-triazolo[...",-,-,404437
17189,720657.0,"2(3H)-Thiazolethione, 4-amino-5-(2-benzoxazolyl)-3-butyl-",-,-,404451
17190,720659.0,"2(3H)-Thiazolethione, 4-amino-5-(2-benzoxazolyl)-3-(4-chlorophenyl)-",-,-,404453
17191,720673.0,[[2-Oxo-1-(triphenyl-lambda5-phosphanylidene)propyl]-phenyl-lambda3-iodanyl] 4-methylbenzenesulfonate,-,-,404461
17192,720674.0,Methyl 2-[(4-methylphenyl)sulfonyloxy-phenyl-lambda3-iodanyl]-2-(triphenyl-lambda5-phosphanylidene)acetate,-,-,404462
17193,720688.0,"16-[2-(Dimethylamino)ethyl]-5-methoxy-10-(2-piperidin-1-ylethyl)-1,9,10,16-tetrazapentacyclo[9.6.2.02,7.08,19.014,18]nonadeca-2(7),3,5,8,11(19),12,14(18)-heptaene-15,17-dione;hydrochloride",-,-,404463
17194,720689.0,1-[2-(Dimethylamino)ethylamino]-N-[3-[3-[[1-[2-(dimethylamino)ethylamino]-9-oxo-10H-acridine-4-carbonyl]amino]propyl-methylamino]propyl]-9-oxo-10H-acridine-4-carboxamide;hydrochloride,-,-,439097
17195,720690.0,"Paracymene-ruthenium(II)-1,3,5-triaza-7-phosphaadamantan...",-,-,-
17196,720700.0,"(2r,3r)-2,3-Bis[(benzyloxy)methyl]-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one",-,-,404468
17197,720702.0,"(2R,3R)-2,3-Dibenzyl-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one",-,-,404470
17198,720703.0,"(2s,3s)-2,3-Bis(2-methoxybenzyl)-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one",-,-,404471
17199,720704.0,"(2S,3S)-2,3-bis(p-anisyl)-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one",-,-,404472
17200,720706.0,"S-[(2R,3R)-8-Oxo-2,3-diphenyl-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate",-,-,404474
17201,720707.0,"S-[(2S,3S)-2,3-Dibenzyl-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate",-,-,404475
17202,720708.0,"S-[(2S,3S)-2,3-Bis[(2-methoxyphenyl)methyl]-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate",-,-,404476
17203,720709.0,"(2s,3s)-2,3-Bis(4-methoxybenzyl)-10-(phenylsulfanyl)-1,4-dioxaspiro[4.5]dec-6-en-8-one",-,-,404477
17204,720710.0,"S-[(2R,3R)-2,3-Dicyclohexyl-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate",-,-,404478
17205,720715.0,"Methyl 2-hydroxy-6,11-dioxo-5-(pyridin-2-ylmethyl)benzo[b]carbazole-1-carboxylate",-,-,404479
17206,720716.0,"Methyl 5-(3,5-dimethoxybenzyl)-2-hydroxy-5h-benzo[b]carbazole-1-carboxylate",-,-,404480
17207,720719.0,"Methyl 5-[2-(3,4-dimethoxyphenyl)ethyl]-2,6-dihydroxy-5h-benzo[b]carbazole-1-carboxylate",-,-,404483
17208,720720.0,"Methyl 5-(2-chlorobenzyl)-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-,-,404484
17209,720722.0,"Methyl 5-ethyl-2,6-dihydroxy-5h-benzo[b]carbazole-1-carboxylate",-,-,404486
17210,720724.0,"Naphtho[2,3-b][1]benzofuran-2,6-diol",-,-,404488
17211,720725.0,"5-(3,5-Dimethoxybenzyl)-2-hydroxy-5h-benzo[b]carbazole-6,11-dione",-,-,404489
17212,720726.0,"2-Hydroxy-5-(4-methoxyphenyl)-5h-benzo[b]carbazole-6,11-dione",-,-,404490
17213,720727.0,"1-[(Dimethylamino)methyl]-2-hydroxy-5-(4-methoxyphenyl)-5h-benzo[b]carbazole-6,11-dione",-,-,404491
17214,720732.0,"6,7-dimethyl-1,4-di-N-oxide-3-methylquinoxalin-2-yl-4-(4...",-,-,404496
17215,720742.0,"2-Methylpropyl N-[4-[(5-pentyl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]carbamate",-,-,404505
17216,720760.0,STK741596,-,-,404523
17217,720765.0,Methyl (E)-O-methyloxyimino-2-[2-(trifluoromethyl)phenox...,-,-,6520923
17218,720792.0,4-(4-Dimethylaminobenzyliden)-2-(3-dimethylaminopropylam...,-,-,5472693
17219,720793.0,4-(4-Dimethylaminobenzyliden-1-methyl-2-[N'-(3-trimethyl...,-,-,5472695
17220,720795.0,Dehydrobrachylaenolide,-,-,404548
17221,720800.0,"2-Methoxyethyl 6,7-dichloro-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate",-,-,404550
17222,720812.0,Rhuschalcone I,-,-,5472697
17223,720841.0,massoia lactone,-,-,39914
17224,720858.0,(5Z)-3-bromo-5-[(4-hydroxyphenyl)methylene]-4-(3-chloro-...,-,-,5472705
17225,720859.0,"3,3',5,5'-tetramethyl-N,N-Bis(pyrazol-1-ylmethyl)aniline",-,-,404563
17226,720860.0,"3,3'-dimethoxycarbonyl-5,5'-dimethyl-N,N-Bis(pyrazol-1-y...",-,-,404564
17227,720861.0,"3,3'-dimethoxycarbonyl-5,5'-dimethyl-N,N-Bis(pyrazol-1-y...",-,-,404565
17228,720862.0,"3,3',5,5'-tetra-methyl-N,N-Bis(pyrazol-1-ylmethyl)cycloh...",-,-,404566
17229,720865.0,"4-{bis[(3,5-dimethyl-1H-pyrazol-1-yl)methyl]amino}-1-but...",-,-,404569
17230,720872.0,"3-(3-Hydroxy-4-methoxybenzyl)-5,7-dihydroxychroman-4-one",-,-,404571
17231,720873.0,"3-(4-Hydroxybenzyl)-5,7-dihydroxy-6-methoxychroman-4-one",-,-,404572
17232,720874.0,"3-(4-Methoxybenzyl)-5,7-dimethoxychroman-4-one",-,-,404573
17233,720934.0,"2-[3,4,5-(trimethoxy)anilino]-3-phenyl-5,7-diammino quin...",-,-,404585
17234,720935.0,"2-[4-(methoxy)phenoxy]-3-phenyl-5,7-diamminoquinoxaline",-,-,404586
17235,720936.0,"2-[[3,5-(dimethoxy)phenoxy]amminomethyl]-3-phenyl-5,7-di...",-,-,404587
17236,720946.0,"[3,4,5-Trihydroxy-6-[[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl] 4,4-dimethylnonanoate",-,-,404590
17237,720985.0,"Ethyl 5-hydroxy-1,2-dimethyl-1,6,7,8,9,10-hexahydropyrrolo[3,2-c]carbazole-3-carboxylate",-,-,404593
17238,720986.0,"Ethyl 1-benzyl-5-hydroxy-2-methyl-1,6,7,8,9,10-hexahydropyrrolo[3,2-c]carbazole-3-carboxylate",-,-,404594
17239,720987.0,"Ethyl 4-(4-chloroanilino)-7-(4-chlorophenyl)-6a-hydroxy-8-methyl-1,3-dioxo-2-phenylpyrrolo[3,4-d]indole-9-carboxylate",-,-,404595
17240,720989.0,"9-Benzoyl-6a-hydroxy-6-methoxy-8-methyl-2-phenyl-3a,5,6,7-tetrahydropyrrolo[3,4-d]indole-1,3,4-trione",-,-,404597
17241,720991.0,"Ethyl 7-(4-chlorophenyl)-6a-hydroxy-8-methyl-1,3,4-trioxo-2-phenyl-3aH-pyrrolo[3,4-d]indole-9-carboxylate",-,-,404599
17242,720992.0,"Ethyl 15-(4-chlorophenyl)-9,14-dihydroxy-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate",-,-,404600
17243,720993.0,"Ethyl 9,14-dihydroxy-15-(4-methoxyphenyl)-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate",-,-,404601
17244,720995.0,"1-Acetyl-2-hydroxy-5-methyl-5h-benzo[b]carbazole-6,11-dione",-,-,404603
17245,721019.0,"3,4-Diacetoxyestra-1,3,5(10),9(11)-tetraen-17-one",-,-,404608
17246,721037.0,"1-[3-(11H-Indolo[3,2-c]quinolin-6-ylamino)phenyl]ethanone",-,-,404609
17247,721038.0,"1-{3-[(2-Chloro-11h-indolo[3,2-c]quinolin-6-yl)amino]phenyl}ethanone",-,-,404610
17248,721039.0,"{3-Amino-5-[(2-chloro-11h-indolo[3,2-c]quinolin-6-yl)amino]phenyl}methanol",-,-,404611
17249,721040.0,"(NZ)-N-[1-[3-(11H-indolo[3,2-c]quinolin-6-ylamino)phenyl]ethylidene]hydroxylamine",-,-,9572584
17250,721041.0,"N-[3-[(Z)-N-Methoxy-C-methylcarbonimidoyl]phenyl]-11H-indolo[3,2-c]quinolin-6-amine",-,-,9572585
17251,721045.0,"9-[(2E)-2-(4-Chlorophenyl)-2-hydroxyiminoethoxy]chromeno[3,4-b]chromene-6,12-dione",-,-,9572588
17252,721046.0,1-Cyclopropyl-2-(4-hydroxyphenyl)quinolin-4(1h)-one,-,-,404618
17253,721047.0,1-Cyclopropyl-2-(2-methoxyphenyl)quinolin-4(1h)-one,-,-,404619
17254,721049.0,7Z-Plakortide H,-,-,5472712
17255,721051.0,12-epi-eupalmerone,-,-,5472714
17256,721052.0,Uprolide H,-,-,54611651
17257,721054.0,Elisabatin C,-,-,404626
17258,721059.0,"3.beta.-Pregna-5,20-diene-.beta.-D-xylopyranoside",-,-,404631
17259,721062.0,"3,5-Diphenyl-7-(4-methoxyphenyl)-6,7-dihydro[1,2,3]triazolo[1,5-a]pyrimidine",-,-,404634
17260,721064.0,CBDivE_004393,-,-,404636
17261,721065.0,STL045647,-,-,404637
17262,721067.0,"3,9-Diphenyl-4,5,6,7,8,9-hexahydrotriazolo[5,1-b]quinazoline",-,-,404639
17263,721068.0,STK008961,-,-,404640
17264,721070.0,STK010335,-,-,404642
17265,721074.0,"1.beta.,2.alpha.,3.beta.,11.alpha.,-Tetrahydroxy-urs-12-ene",-,-,404646
17266,721075.0,claritin,FDA approved,-,-
17267,721080.0,"2,14-Diaza-12-azoniapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4,6,8,10,15,17,19,21-decaene;iodide",-,-,404653
17268,721081.0,"10,16-Dibromo-2,14-diaza-12-azoniapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4,6,8,10,15,17,19,21-decaene;iodide",-,-,404655
17269,721082.0,"10,14-Dimethyl-1,3,12,14-tetraza-10-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-4,6,8,10,12,15,17,19-octaene;iodide",-,-,404657
17270,721083.0,"10,14-Dithia-3,12-diaza-1-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),4,6,8,11,15,17,19-octaene;iodide",-,-,404659
17271,721084.0,"7,17-Dimethoxy-10,14-dithia-3,12-diaza-1-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),4(9),5,7,11,15(20),16,18-octaene;iodide",-,-,404661
17272,721095.0,"(4-Aminophenyl)(6-methyl-1,3-benzodioxol-5-yl)methanone",-,-,404671
